Area Type,Area Name,Date,Industry Title,Seasonally Adjusted (Y/N),Current Employment
County,Ventura County,09/1/2007,      Mining and Logging,N,1000
County,Ventura County,09/1/2007,Goods Producing,N,50400
County,Ventura County,09/1/2007,Specialty Trade Contractors,N,13600
County,Ventura County,09/1/2007,Chemical Manufacturing,N,1700
County,Ventura County,09/1/2007,Non-durable Goods,N,6800
County,Ventura County,09/1/2007,Construction,N,19100
County,Ventura County,09/1/2007,City Government,N,4500
County,Ventura County,09/1/2007,Local Government,N,33100
County,Ventura County,09/1/2007,Local Government Educational Services,N,18300
County,Ventura County,09/1/2007,State Government Educational Services,N,800
County,Ventura County,09/1/2007,Local Government excluding Educational Services,N,14800
County,Ventura County,09/1/2007,State Government Excluding Education,N,1800
County,Ventura County,09/1/2007,State Government,N,2600
County,Ventura County,09/1/2007,Special Districts plus Tribes,N,1900
County,Ventura County,09/1/2007,County Government,N,8400
County,Ventura County,09/1/2007,Administrative and Support and Waste and Remediation Services,N,18600
County,Ventura County,09/1/2007,Total Private,N,255000
County,Ventura County,09/1/2007,Total Nonfarm,N,298000
County,Ventura County,09/1/2007,          Administrative and Support Services,N,17800
County,Ventura County,09/1/2007,Management of Companies and Enterprises,N,10200
County,Ventura County,09/1/2007,Other Services,N,10000
County,Ventura County,09/1/2007,Federal Government,N,7300
County,Ventura County,09/1/2007,        Accommodation and Food Services,N,26700
County,Ventura County,09/1/2007,Employment Services,N,8400
County,Ventura County,09/1/2007,      Private Education and Health Services,N,32400
County,Ventura County,09/1/2007,Total Farm,N,23400
County,Ventura County,09/1/2007,"Total, All Industries",N,321400
County,Ventura County,09/1/2007,      Leisure and Hospitality,N,32200
County,Ventura County,09/1/2007,"        Professional, Scientific, and Technical Services",N,16000
County,Ventura County,09/1/2007,Department of Defense,N,4600
County,Ventura County,09/1/2007,          Federal Government excluding Department of Defense,N,2700
County,Ventura County,09/1/2007,Government,N,43000
County,Ventura County,10/1/2007,Total Nonfarm,Y,298400
County,Ventura County,10/1/2007,          Insurance Carriers and Related Activities,N,7000
County,Ventura County,10/1/2007,      Information,N,5800
County,Ventura County,10/1/2007,        Finance and Insurance,N,17800
County,Ventura County,10/1/2007,"        Transportation, Warehousing, and Utilities",N,6200
County,Ventura County,10/1/2007,      Financial Activities,N,22700
County,Ventura County,10/1/2007,Real Estate and Rental and Leasing,N,4900
County,Ventura County,10/1/2007,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9800
County,Ventura County,10/1/2007,      Professional and Business Services,N,44700
County,Ventura County,10/1/2007,          Transportation and Warehousing,N,5100
County,Ventura County,10/1/2007,General Merchandise Retailers,N,6400
County,Ventura County,10/1/2007,          Food and Beverage Retailers,N,7300
County,Ventura County,10/1/2007,Retail Trade,N,37300
County,Ventura County,10/1/2007,Wholesale Trade,N,13000
County,Ventura County,10/1/2007,Private Service Providing,N,205300
County,Ventura County,10/1/2007,Durable Goods,N,23600
County,Ventura County,10/1/2007,          Computer and Electronic Product Manufacturing,N,8300
County,Ventura County,10/1/2007,Service-Providing,N,248400
County,Ventura County,10/1/2007,"Trade, Transportation, and Utilities",N,56500
County,Ventura County,10/1/2007,Total State and Local Government,N,35800
County,Ventura County,10/1/2007,Manufacturing,N,30500
County,Ventura County,10/1/2007,"     Mining, Logging and Construction",N,19900
County,Ventura County,10/1/2007,      Mining and Logging,N,1100
County,Ventura County,10/1/2007,Goods Producing,N,50400
County,Ventura County,10/1/2007,Specialty Trade Contractors,N,13300
County,Ventura County,10/1/2007,Chemical Manufacturing,N,1700
County,Ventura County,10/1/2007,Construction,N,18800
County,Ventura County,10/1/2007,Non-durable Goods,N,6900
County,Ventura County,10/1/2007,City Government,N,4400
County,Ventura County,10/1/2007,Local Government,N,33100
County,Ventura County,10/1/2007,Local Government Educational Services,N,18500
County,Ventura County,10/1/2007,State Government Educational Services,N,900
County,Ventura County,10/1/2007,State Government Excluding Education,N,1800
County,Ventura County,10/1/2007,Local Government excluding Educational Services,N,14600
County,Ventura County,10/1/2007,State Government,N,2700
County,Ventura County,10/1/2007,County Government,N,8300
County,Ventura County,10/1/2007,Special Districts plus Tribes,N,1900
County,Ventura County,10/1/2007,Administrative and Support and Waste and Remediation Services,N,18500
County,Ventura County,10/1/2007,Total Nonfarm,N,298800
County,Ventura County,10/1/2007,Total Private,N,255700
County,Ventura County,10/1/2007,          Administrative and Support Services,N,17600
County,Ventura County,10/1/2007,Employment Services,N,8200
County,Ventura County,10/1/2007,Management of Companies and Enterprises,N,10100
County,Ventura County,10/1/2007,Federal Government,N,7300
County,Ventura County,10/1/2007,Other Services,N,10400
County,Ventura County,10/1/2007,Government,N,43100
County,Ventura County,10/1/2007,          Federal Government excluding Department of Defense,N,2700
County,Ventura County,10/1/2007,Department of Defense,N,4600
County,Ventura County,10/1/2007,"        Professional, Scientific, and Technical Services",N,16100
County,Ventura County,10/1/2007,      Leisure and Hospitality,N,32000
County,Ventura County,10/1/2007,"Total, All Industries",N,324400
County,Ventura County,10/1/2007,Total Farm,N,25600
County,Ventura County,10/1/2007,      Private Education and Health Services,N,33200
County,Ventura County,10/1/2007,        Accommodation and Food Services,N,26600
County,Ventura County,11/1/2007,Total Nonfarm,Y,297700
County,Ventura County,11/1/2007,          Insurance Carriers and Related Activities,N,6900
County,Ventura County,11/1/2007,        Finance and Insurance,N,17300
County,Ventura County,11/1/2007,      Professional and Business Services,N,44800
County,Ventura County,11/1/2007,"        Transportation, Warehousing, and Utilities",N,6400
County,Ventura County,11/1/2007,      Information,N,5900
County,Ventura County,11/1/2007,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9400
County,Ventura County,11/1/2007,Real Estate and Rental and Leasing,N,4800
County,Ventura County,11/1/2007,      Financial Activities,N,22100
County,Ventura County,11/1/2007,General Merchandise Retailers,N,7000
County,Ventura County,11/1/2007,          Transportation and Warehousing,N,5300
County,Ventura County,11/1/2007,          Food and Beverage Retailers,N,7300
County,Ventura County,11/1/2007,Wholesale Trade,N,13000
County,Ventura County,11/1/2007,Retail Trade,N,38800
County,Ventura County,11/1/2007,Private Service Providing,N,206700
County,Ventura County,11/1/2007,Durable Goods,N,23600
County,Ventura County,11/1/2007,Service-Providing,N,250500
County,Ventura County,11/1/2007,          Computer and Electronic Product Manufacturing,N,8300
County,Ventura County,11/1/2007,"Trade, Transportation, and Utilities",N,58200
County,Ventura County,11/1/2007,Total State and Local Government,N,36500
County,Ventura County,11/1/2007,Manufacturing,N,30400
County,Ventura County,11/1/2007,"     Mining, Logging and Construction",N,19400
County,Ventura County,11/1/2007,      Mining and Logging,N,1100
County,Ventura County,11/1/2007,Goods Producing,N,49800
County,Ventura County,11/1/2007,Chemical Manufacturing,N,1700
County,Ventura County,11/1/2007,Non-durable Goods,N,6800
County,Ventura County,11/1/2007,Construction,N,18300
County,Ventura County,11/1/2007,Specialty Trade Contractors,N,12900
County,Ventura County,11/1/2007,City Government,N,4400
County,Ventura County,11/1/2007,Local Government,N,33800
County,Ventura County,11/1/2007,Local Government Educational Services,N,19100
County,Ventura County,11/1/2007,State Government Educational Services,N,900
County,Ventura County,11/1/2007,Local Government excluding Educational Services,N,14700
County,Ventura County,11/1/2007,State Government Excluding Education,N,1800
County,Ventura County,11/1/2007,State Government,N,2700
County,Ventura County,11/1/2007,Special Districts plus Tribes,N,1900
County,Ventura County,11/1/2007,County Government,N,8400
County,Ventura County,11/1/2007,Administrative and Support and Waste and Remediation Services,N,18500
County,Ventura County,11/1/2007,Total Private,N,256500
County,Ventura County,11/1/2007,Total Nonfarm,N,300300
County,Ventura County,11/1/2007,          Administrative and Support Services,N,17700
County,Ventura County,11/1/2007,Employment Services,N,8200
County,Ventura County,11/1/2007,Management of Companies and Enterprises,N,10100
County,Ventura County,11/1/2007,Other Services,N,10100
County,Ventura County,11/1/2007,Federal Government,N,7300
County,Ventura County,11/1/2007,        Accommodation and Food Services,N,26900
County,Ventura County,11/1/2007,      Private Education and Health Services,N,33300
County,Ventura County,11/1/2007,Total Farm,N,24300
County,Ventura County,11/1/2007,"Total, All Industries",N,324600
County,Ventura County,11/1/2007,      Leisure and Hospitality,N,32300
County,Ventura County,11/1/2007,"        Professional, Scientific, and Technical Services",N,16200
County,Ventura County,11/1/2007,Department of Defense,N,4600
County,Ventura County,11/1/2007,          Federal Government excluding Department of Defense,N,2700
County,Ventura County,11/1/2007,Government,N,43800
County,Ventura County,12/1/2007,Total Nonfarm,Y,297300
County,Ventura County,12/1/2007,          Insurance Carriers and Related Activities,N,7000
County,Ventura County,12/1/2007,        Finance and Insurance,N,17300
County,Ventura County,12/1/2007,      Professional and Business Services,N,44800
County,Ventura County,12/1/2007,      Information,N,5800
County,Ventura County,12/1/2007,"        Transportation, Warehousing, and Utilities",N,6600
County,Ventura County,12/1/2007,Real Estate and Rental and Leasing,N,4800
County,Ventura County,12/1/2007,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9400
County,Ventura County,12/1/2007,          Transportation and Warehousing,N,5600
County,Ventura County,12/1/2007,General Merchandise Retailers,N,7400
County,Ventura County,12/1/2007,      Financial Activities,N,22100
County,Ventura County,12/1/2007,Wholesale Trade,N,13000
County,Ventura County,12/1/2007,Retail Trade,N,40100
County,Ventura County,12/1/2007,          Food and Beverage Retailers,N,7400
County,Ventura County,12/1/2007,Private Service Providing,N,208400
County,Ventura County,12/1/2007,Durable Goods,N,23600
County,Ventura County,12/1/2007,          Computer and Electronic Product Manufacturing,N,8400
County,Ventura County,12/1/2007,Service-Providing,N,252200
County,Ventura County,12/1/2007,"Trade, Transportation, and Utilities",N,59700
County,Ventura County,12/1/2007,Total State and Local Government,N,36500
County,Ventura County,12/1/2007,Manufacturing,N,30200
County,Ventura County,12/1/2007,Non-durable Goods,N,6600
County,Ventura County,12/1/2007,"     Mining, Logging and Construction",N,19000
County,Ventura County,12/1/2007,      Mining and Logging,N,1100
County,Ventura County,12/1/2007,Goods Producing,N,49200
County,Ventura County,12/1/2007,Chemical Manufacturing,N,1700
County,Ventura County,12/1/2007,Construction,N,17900
County,Ventura County,12/1/2007,Specialty Trade Contractors,N,12600
County,Ventura County,12/1/2007,City Government,N,4400
County,Ventura County,12/1/2007,Local Government,N,33800
County,Ventura County,12/1/2007,Local Government Educational Services,N,19100
County,Ventura County,12/1/2007,State Government Educational Services,N,900
County,Ventura County,12/1/2007,State Government Excluding Education,N,1800
County,Ventura County,12/1/2007,Local Government excluding Educational Services,N,14700
County,Ventura County,12/1/2007,State Government,N,2700
County,Ventura County,12/1/2007,County Government,N,8400
County,Ventura County,12/1/2007,Special Districts plus Tribes,N,1900
County,Ventura County,12/1/2007,      Leisure and Hospitality,N,32500
County,Ventura County,12/1/2007,Administrative and Support and Waste and Remediation Services,N,18500
County,Ventura County,12/1/2007,Total Nonfarm,N,301400
County,Ventura County,12/1/2007,Total Private,N,257600
County,Ventura County,12/1/2007,          Administrative and Support Services,N,17600
County,Ventura County,12/1/2007,Employment Services,N,8100
County,Ventura County,12/1/2007,Management of Companies and Enterprises,N,10000
County,Ventura County,12/1/2007,Federal Government,N,7300
County,Ventura County,12/1/2007,Other Services,N,10100
County,Ventura County,12/1/2007,Government,N,43800
County,Ventura County,12/1/2007,          Federal Government excluding Department of Defense,N,2700
County,Ventura County,12/1/2007,Department of Defense,N,4600
County,Ventura County,12/1/2007,"        Professional, Scientific, and Technical Services",N,16300
County,Ventura County,12/1/2007,"Total, All Industries",N,322700
County,Ventura County,12/1/2007,Total Farm,N,21300
County,Ventura County,12/1/2007,      Private Education and Health Services,N,33400
County,Ventura County,12/1/2007,        Accommodation and Food Services,N,27000
County,Ventura County,01/1/2008,Total State and Local Government,N,36300
County,Ventura County,01/1/2008,State Government,N,2700
County,Ventura County,01/1/2008,State Government Educational Services,N,900
County,Ventura County,01/1/2008,Local Government Educational Services,N,18900
County,Ventura County,01/1/2008,State Government Excluding Education,N,1800
County,Ventura County,01/1/2008,Local Government excluding Educational Services,N,14700
County,Ventura County,01/1/2008,"     Mining, Logging and Construction",N,17900
County,Ventura County,01/1/2008,Non-durable Goods,N,6600
County,Ventura County,01/1/2008,Chemical Manufacturing,N,1700
County,Ventura County,01/1/2008,Private Service Providing,N,201600
County,Ventura County,01/1/2008,Special Districts plus Tribes,N,1900
County,Ventura County,01/1/2008,City Government,N,4400
County,Ventura County,01/1/2008,County Government,N,8400
County,Ventura County,01/1/2008,Local Government,N,33600
County,Ventura County,01/1/2008,Specialty Trade Contractors,N,12100
County,Ventura County,01/1/2008,Goods Producing,N,48100
County,Ventura County,01/1/2008,Construction,N,16900
County,Ventura County,01/1/2008,Durable Goods,N,23600
County,Ventura County,01/1/2008,          Computer and Electronic Product Manufacturing,N,8500
County,Ventura County,01/1/2008,Service-Providing,N,245100
County,Ventura County,01/1/2008,"Trade, Transportation, and Utilities",N,56400
County,Ventura County,01/1/2008,Real Estate and Rental and Leasing,N,4600
County,Ventura County,01/1/2008,Manufacturing,N,30200
County,Ventura County,01/1/2008,      Mining and Logging,N,1000
County,Ventura County,01/1/2008,      Professional and Business Services,N,43700
County,Ventura County,01/1/2008,        Finance and Insurance,N,16900
County,Ventura County,01/1/2008,Wholesale Trade,N,12700
County,Ventura County,01/1/2008,          Food and Beverage Retailers,N,7000
County,Ventura County,01/1/2008,"        Transportation, Warehousing, and Utilities",N,6300
County,Ventura County,01/1/2008,      Information,N,5800
County,Ventura County,01/1/2008,Retail Trade,N,37400
County,Ventura County,01/1/2008,General Merchandise Retailers,N,6600
County,Ventura County,01/1/2008,          Transportation and Warehousing,N,5300
County,Ventura County,01/1/2008,      Financial Activities,N,21500
County,Ventura County,01/1/2008,          Insurance Carriers and Related Activities,N,6800
County,Ventura County,01/1/2008,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9200
County,Ventura County,01/1/2008,Administrative and Support and Waste and Remediation Services,N,18300
County,Ventura County,01/1/2008,          Administrative and Support Services,N,17500
County,Ventura County,01/1/2008,Department of Defense,N,4600
County,Ventura County,01/1/2008,"        Professional, Scientific, and Technical Services",N,16300
County,Ventura County,01/1/2008,"Total, All Industries",N,311700
County,Ventura County,01/1/2008,Total Farm,N,18500
County,Ventura County,01/1/2008,        Accommodation and Food Services,N,26200
County,Ventura County,01/1/2008,Government,N,43500
County,Ventura County,01/1/2008,          Federal Government excluding Department of Defense,N,2600
County,Ventura County,01/1/2008,Total Nonfarm,N,293200
County,Ventura County,01/1/2008,      Leisure and Hospitality,N,31400
County,Ventura County,01/1/2008,Total Private,N,249700
County,Ventura County,01/1/2008,Other Services,N,10000
County,Ventura County,01/1/2008,Federal Government,N,7200
County,Ventura County,01/1/2008,Management of Companies and Enterprises,N,9100
County,Ventura County,01/1/2008,Employment Services,N,8400
County,Ventura County,01/1/2008,      Private Education and Health Services,N,32800
County,Ventura County,01/1/2008,Total Nonfarm,Y,296100
County,Ventura County,02/1/2008,State Government,N,2700
County,Ventura County,02/1/2008,Total State and Local Government,N,36700
County,Ventura County,02/1/2008,State Government Educational Services,N,900
County,Ventura County,02/1/2008,Local Government Educational Services,N,19200
County,Ventura County,02/1/2008,Local Government excluding Educational Services,N,14800
County,Ventura County,02/1/2008,State Government Excluding Education,N,1800
County,Ventura County,02/1/2008,Non-durable Goods,N,6600
County,Ventura County,02/1/2008,"     Mining, Logging and Construction",N,18200
County,Ventura County,02/1/2008,Private Service Providing,N,202800
County,Ventura County,02/1/2008,Chemical Manufacturing,N,1700
County,Ventura County,02/1/2008,Special Districts plus Tribes,N,1900
County,Ventura County,02/1/2008,City Government,N,4400
County,Ventura County,02/1/2008,Local Government,N,34000
County,Ventura County,02/1/2008,County Government,N,8500
County,Ventura County,02/1/2008,Goods Producing,N,48300
County,Ventura County,02/1/2008,Specialty Trade Contractors,N,12200
County,Ventura County,02/1/2008,Construction,N,17100
County,Ventura County,02/1/2008,"Trade, Transportation, and Utilities",N,56300
County,Ventura County,02/1/2008,Service-Providing,N,246700
County,Ventura County,02/1/2008,          Computer and Electronic Product Manufacturing,N,8500
County,Ventura County,02/1/2008,Durable Goods,N,23500
County,Ventura County,02/1/2008,Real Estate and Rental and Leasing,N,4600
County,Ventura County,02/1/2008,      Mining and Logging,N,1100
County,Ventura County,02/1/2008,Manufacturing,N,30100
County,Ventura County,02/1/2008,      Professional and Business Services,N,44100
County,Ventura County,02/1/2008,      Information,N,5800
County,Ventura County,02/1/2008,"        Transportation, Warehousing, and Utilities",N,6400
County,Ventura County,02/1/2008,          Food and Beverage Retailers,N,7200
County,Ventura County,02/1/2008,Wholesale Trade,N,12900
County,Ventura County,02/1/2008,        Finance and Insurance,N,16900
County,Ventura County,02/1/2008,Retail Trade,N,37000
County,Ventura County,02/1/2008,      Financial Activities,N,21500
County,Ventura County,02/1/2008,          Transportation and Warehousing,N,5400
County,Ventura County,02/1/2008,General Merchandise Retailers,N,6300
County,Ventura County,02/1/2008,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9100
County,Ventura County,02/1/2008,          Insurance Carriers and Related Activities,N,6800
County,Ventura County,02/1/2008,"        Professional, Scientific, and Technical Services",N,16500
County,Ventura County,02/1/2008,Department of Defense,N,4600
County,Ventura County,02/1/2008,          Administrative and Support Services,N,17600
County,Ventura County,02/1/2008,Administrative and Support and Waste and Remediation Services,N,18400
County,Ventura County,02/1/2008,"Total, All Industries",N,317900
County,Ventura County,02/1/2008,        Accommodation and Food Services,N,26300
County,Ventura County,02/1/2008,Total Farm,N,22900
County,Ventura County,02/1/2008,          Federal Government excluding Department of Defense,N,2600
County,Ventura County,02/1/2008,Government,N,43900
County,Ventura County,02/1/2008,Total Nonfarm,N,295000
County,Ventura County,02/1/2008,      Leisure and Hospitality,N,31400
County,Ventura County,02/1/2008,Total Private,N,251100
County,Ventura County,02/1/2008,Federal Government,N,7200
County,Ventura County,02/1/2008,Other Services,N,10100
County,Ventura County,02/1/2008,      Private Education and Health Services,N,33600
County,Ventura County,02/1/2008,Employment Services,N,8300
County,Ventura County,02/1/2008,Management of Companies and Enterprises,N,9200
County,Ventura County,02/1/2008,Total Nonfarm,Y,296300
County,Ventura County,03/1/2008,Total State and Local Government,N,36800
County,Ventura County,03/1/2008,State Government,N,2700
County,Ventura County,03/1/2008,State Government Educational Services,N,900
County,Ventura County,03/1/2008,Local Government Educational Services,N,19300
County,Ventura County,03/1/2008,State Government Excluding Education,N,1800
County,Ventura County,03/1/2008,Local Government excluding Educational Services,N,14800
County,Ventura County,03/1/2008,"     Mining, Logging and Construction",N,18100
County,Ventura County,03/1/2008,Non-durable Goods,N,6600
County,Ventura County,03/1/2008,Chemical Manufacturing,N,1600
County,Ventura County,03/1/2008,Private Service Providing,N,202900
County,Ventura County,03/1/2008,Special Districts plus Tribes,N,2000
County,Ventura County,03/1/2008,City Government,N,4300
County,Ventura County,03/1/2008,County Government,N,8500
County,Ventura County,03/1/2008,Local Government,N,34100
County,Ventura County,03/1/2008,Specialty Trade Contractors,N,12100
County,Ventura County,03/1/2008,Goods Producing,N,48200
County,Ventura County,03/1/2008,Construction,N,17000
County,Ventura County,03/1/2008,Durable Goods,N,23500
County,Ventura County,03/1/2008,          Computer and Electronic Product Manufacturing,N,8400
County,Ventura County,03/1/2008,Service-Providing,N,246900
County,Ventura County,03/1/2008,"Trade, Transportation, and Utilities",N,56300
County,Ventura County,03/1/2008,Real Estate and Rental and Leasing,N,4700
County,Ventura County,03/1/2008,      Professional and Business Services,N,44100
County,Ventura County,03/1/2008,Manufacturing,N,30100
County,Ventura County,03/1/2008,      Mining and Logging,N,1100
County,Ventura County,03/1/2008,        Finance and Insurance,N,16600
County,Ventura County,03/1/2008,Wholesale Trade,N,12800
County,Ventura County,03/1/2008,          Food and Beverage Retailers,N,7300
County,Ventura County,03/1/2008,"        Transportation, Warehousing, and Utilities",N,6600
County,Ventura County,03/1/2008,      Information,N,5800
County,Ventura County,03/1/2008,Retail Trade,N,36900
County,Ventura County,03/1/2008,General Merchandise Retailers,N,6300
County,Ventura County,03/1/2008,          Transportation and Warehousing,N,5600
County,Ventura County,03/1/2008,      Financial Activities,N,21300
County,Ventura County,03/1/2008,          Insurance Carriers and Related Activities,N,6800
County,Ventura County,03/1/2008,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,8900
County,Ventura County,03/1/2008,Administrative and Support and Waste and Remediation Services,N,18500
County,Ventura County,03/1/2008,          Administrative and Support Services,N,17600
County,Ventura County,03/1/2008,Department of Defense,N,4600
County,Ventura County,03/1/2008,"        Professional, Scientific, and Technical Services",N,16500
County,Ventura County,03/1/2008,"Total, All Industries",N,321300
County,Ventura County,03/1/2008,Total Farm,N,26200
County,Ventura County,03/1/2008,        Accommodation and Food Services,N,26600
County,Ventura County,03/1/2008,Government,N,44000
County,Ventura County,03/1/2008,          Federal Government excluding Department of Defense,N,2600
County,Ventura County,03/1/2008,Total Nonfarm,N,295100
County,Ventura County,03/1/2008,      Leisure and Hospitality,N,31800
County,Ventura County,03/1/2008,Total Private,N,251100
County,Ventura County,03/1/2008,Other Services,N,10200
County,Ventura County,03/1/2008,Federal Government,N,7200
County,Ventura County,03/1/2008,      Private Education and Health Services,N,33400
County,Ventura County,03/1/2008,Management of Companies and Enterprises,N,9100
County,Ventura County,03/1/2008,Employment Services,N,8400
County,Ventura County,03/1/2008,Total Nonfarm,Y,295700
County,Ventura County,04/1/2008,State Government,N,2700
County,Ventura County,04/1/2008,Total State and Local Government,N,36600
County,Ventura County,04/1/2008,State Government Educational Services,N,900
County,Ventura County,04/1/2008,Local Government Educational Services,N,19200
County,Ventura County,04/1/2008,Local Government excluding Educational Services,N,14700
County,Ventura County,04/1/2008,State Government Excluding Education,N,1800
County,Ventura County,04/1/2008,Non-durable Goods,N,6600
County,Ventura County,04/1/2008,"     Mining, Logging and Construction",N,18300
County,Ventura County,04/1/2008,Private Service Providing,N,203500
County,Ventura County,04/1/2008,Chemical Manufacturing,N,1500
County,Ventura County,04/1/2008,Special Districts plus Tribes,N,1900
County,Ventura County,04/1/2008,City Government,N,4300
County,Ventura County,04/1/2008,Local Government,N,33900
County,Ventura County,04/1/2008,County Government,N,8500
County,Ventura County,04/1/2008,Goods Producing,N,48400
County,Ventura County,04/1/2008,Specialty Trade Contractors,N,12200
County,Ventura County,04/1/2008,Construction,N,17200
County,Ventura County,04/1/2008,"Trade, Transportation, and Utilities",N,56000
County,Ventura County,04/1/2008,Service-Providing,N,247300
County,Ventura County,04/1/2008,          Computer and Electronic Product Manufacturing,N,8400
County,Ventura County,04/1/2008,Durable Goods,N,23500
County,Ventura County,04/1/2008,Real Estate and Rental and Leasing,N,4700
County,Ventura County,04/1/2008,      Professional and Business Services,N,44000
County,Ventura County,04/1/2008,      Mining and Logging,N,1100
County,Ventura County,04/1/2008,Manufacturing,N,30100
County,Ventura County,04/1/2008,      Information,N,5800
County,Ventura County,04/1/2008,"        Transportation, Warehousing, and Utilities",N,6300
County,Ventura County,04/1/2008,          Food and Beverage Retailers,N,7500
County,Ventura County,04/1/2008,Wholesale Trade,N,12800
County,Ventura County,04/1/2008,        Finance and Insurance,N,16700
County,Ventura County,04/1/2008,Retail Trade,N,36900
County,Ventura County,04/1/2008,      Financial Activities,N,21400
County,Ventura County,04/1/2008,          Transportation and Warehousing,N,5300
County,Ventura County,04/1/2008,General Merchandise Retailers,N,6300
County,Ventura County,04/1/2008,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,8900
County,Ventura County,04/1/2008,          Insurance Carriers and Related Activities,N,6800
County,Ventura County,04/1/2008,"        Professional, Scientific, and Technical Services",N,16400
County,Ventura County,04/1/2008,Department of Defense,N,4600
County,Ventura County,04/1/2008,          Administrative and Support Services,N,17800
County,Ventura County,04/1/2008,Administrative and Support and Waste and Remediation Services,N,18500
County,Ventura County,04/1/2008,"Total, All Industries",N,324700
County,Ventura County,04/1/2008,        Accommodation and Food Services,N,26800
County,Ventura County,04/1/2008,Total Farm,N,29000
County,Ventura County,04/1/2008,          Federal Government excluding Department of Defense,N,2600
County,Ventura County,04/1/2008,Government,N,43800
County,Ventura County,04/1/2008,Total Nonfarm,N,295700
County,Ventura County,04/1/2008,      Leisure and Hospitality,N,32100
County,Ventura County,04/1/2008,Total Private,N,251900
County,Ventura County,04/1/2008,Federal Government,N,7200
County,Ventura County,04/1/2008,Other Services,N,10200
County,Ventura County,04/1/2008,      Private Education and Health Services,N,34000
County,Ventura County,04/1/2008,Employment Services,N,8400
County,Ventura County,04/1/2008,Management of Companies and Enterprises,N,9100
County,Ventura County,04/1/2008,Total Nonfarm,Y,295800
County,Ventura County,05/1/2008,Total State and Local Government,N,36800
County,Ventura County,05/1/2008,State Government,N,2700
County,Ventura County,05/1/2008,State Government Educational Services,N,900
County,Ventura County,05/1/2008,Local Government Educational Services,N,19300
County,Ventura County,05/1/2008,State Government Excluding Education,N,1800
County,Ventura County,05/1/2008,Local Government excluding Educational Services,N,14800
County,Ventura County,05/1/2008,"     Mining, Logging and Construction",N,18200
County,Ventura County,05/1/2008,Non-durable Goods,N,6600
County,Ventura County,05/1/2008,Chemical Manufacturing,N,1600
County,Ventura County,05/1/2008,Private Service Providing,N,204100
County,Ventura County,05/1/2008,Special Districts plus Tribes,N,2000
County,Ventura County,05/1/2008,City Government,N,4300
County,Ventura County,05/1/2008,County Government,N,8500
County,Ventura County,05/1/2008,Local Government,N,34100
County,Ventura County,05/1/2008,Specialty Trade Contractors,N,12100
County,Ventura County,05/1/2008,Goods Producing,N,48300
County,Ventura County,05/1/2008,Manufacturing,N,30100
County,Ventura County,05/1/2008,Construction,N,17100
County,Ventura County,05/1/2008,Durable Goods,N,23500
County,Ventura County,05/1/2008,          Computer and Electronic Product Manufacturing,N,8500
County,Ventura County,05/1/2008,Service-Providing,N,248200
County,Ventura County,05/1/2008,"Trade, Transportation, and Utilities",N,56000
County,Ventura County,05/1/2008,Real Estate and Rental and Leasing,N,4800
County,Ventura County,05/1/2008,      Professional and Business Services,N,44100
County,Ventura County,05/1/2008,      Mining and Logging,N,1100
County,Ventura County,05/1/2008,        Finance and Insurance,N,16600
County,Ventura County,05/1/2008,Wholesale Trade,N,12900
County,Ventura County,05/1/2008,          Food and Beverage Retailers,N,7500
County,Ventura County,05/1/2008,"        Transportation, Warehousing, and Utilities",N,6300
County,Ventura County,05/1/2008,      Information,N,5900
County,Ventura County,05/1/2008,Retail Trade,N,36800
County,Ventura County,05/1/2008,General Merchandise Retailers,N,6100
County,Ventura County,05/1/2008,          Transportation and Warehousing,N,5300
County,Ventura County,05/1/2008,      Financial Activities,N,21400
County,Ventura County,05/1/2008,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,8700
County,Ventura County,05/1/2008,          Insurance Carriers and Related Activities,N,6900
County,Ventura County,05/1/2008,Administrative and Support and Waste and Remediation Services,N,18700
County,Ventura County,05/1/2008,          Administrative and Support Services,N,17800
County,Ventura County,05/1/2008,Department of Defense,N,4600
County,Ventura County,05/1/2008,"        Professional, Scientific, and Technical Services",N,16400
County,Ventura County,05/1/2008,"Total, All Industries",N,325900
County,Ventura County,05/1/2008,Total Farm,N,29400
County,Ventura County,05/1/2008,        Accommodation and Food Services,N,27000
County,Ventura County,05/1/2008,Government,N,44100
County,Ventura County,05/1/2008,          Federal Government excluding Department of Defense,N,2700
County,Ventura County,05/1/2008,Total Nonfarm,N,296500
County,Ventura County,05/1/2008,      Leisure and Hospitality,N,32300
County,Ventura County,05/1/2008,Total Private,N,252400
County,Ventura County,05/1/2008,Other Services,N,10200
County,Ventura County,05/1/2008,Federal Government,N,7300
County,Ventura County,05/1/2008,      Private Education and Health Services,N,34200
County,Ventura County,05/1/2008,Management of Companies and Enterprises,N,9000
County,Ventura County,05/1/2008,Employment Services,N,8400
